Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.3652896,0.6199279,150.796875,-2.098412695621687,-2.098412695621687,1.0
20000,1.3646656,0.48186684,157.0952380952381,-1.9109374936670065,-1.9109374936670065,1.0
30000,1.364194,0.41356504,162.33333333333334,-1.5316666662693024,-1.5316666662693024,1.0
40000,1.3648863,0.26360378,161.98360655737704,-1.7327868778441773,-1.7327868778441773,1.0
50000,1.3663222,0.1293579,159.5079365079365,-2.1571428557000463,-2.1571428557000463,1.0
60000,1.36665,0.051192284,167.95,-2.1883333240946135,-2.1883333240946135,1.0
70000,1.3674997,-0.07369869,174.77777777777777,-1.3462962982831177,-1.3462962982831177,1.0
80000,1.3681955,-0.13823347,173.26315789473685,-1.4315789466102917,-1.4315789466102917,1.0
90000,1.3673475,-0.1585566,179.59649122807016,-0.4350877081354459,-0.4350877081354459,1.0
100000,1.3658954,-0.22849163,179.52727272727273,-1.0727272659540177,-1.0727272659540177,1.0
110000,1.364863,-0.23620047,171.16666666666666,-0.9583333258827528,-0.9583333258827528,1.0
120000,1.3642578,-0.2592111,175.25925925925927,-1.3703703620919474,-1.3703703620919474,1.0
130000,1.3631095,-0.2922945,185.25925925925927,-1.4870370329806097,-1.4870370329806097,1.0
140000,1.3624688,-0.2651526,175.55172413793105,-1.082758608948568,-1.082758608948568,1.0
150000,1.3628681,-0.3199714,182.35185185185185,-1.4037735753183096,-1.4037735753183096,1.0
160000,1.3629832,-0.2882592,178.75438596491227,-0.922033895375365,-0.922033895375365,1.0
170000,1.362227,-0.40608004,177.45454545454547,-1.3018181784586473,-1.3018181784586473,1.0
180000,1.3614072,-0.3342312,180.32075471698113,-1.1226415052166525,-1.1226415052166525,1.0
190000,1.3611747,-0.4554133,174.3,-1.5266666567573945,-1.5266666567573945,1.0
200000,1.3609457,-0.31951082,186.03846153846155,-0.7173076858027623,-0.7173076858027623,1.0
210000,1.3603503,-0.3815864,181.98181818181817,-1.007272722910751,-1.007272722910751,1.0
220000,1.3598864,-0.4392506,175.67857142857142,-1.2763636289672418,-1.2763636289672418,1.0
230000,1.3594695,-0.5028035,173.3684210526316,-1.720689648184283,-1.720689648184283,1.0
240000,1.359221,-0.48341918,174.39655172413794,-1.2137930963573784,-1.2137930963573784,1.0
250000,1.3591372,-0.5613486,173.79310344827587,-1.284482747059444,-1.284482747059444,1.0
260000,1.3590987,-0.55549645,185.75,-0.9615384532281985,-0.9615384532281985,1.0
270000,1.3588644,-0.5135885,188.49056603773585,-0.8903846128915365,-0.8903846128915365,1.0
280000,1.3581835,-0.54059047,174.43859649122808,-1.5362068991465816,-1.5362068991465816,1.0
290000,1.3573215,-0.44880262,176.36363636363637,-0.45090908895839343,-0.45090908895839343,1.0
300000,1.3569509,-0.53927535,177.48275862068965,-1.3258620630307445,-1.3258620630307445,1.0
310000,1.3564079,-0.3739157,188.12962962962962,-0.16851851275121724,-0.16851851275121724,1.0
320000,1.3555914,-0.45776802,178.55555555555554,-0.9314814770111332,-0.9314814770111332,1.0
330000,1.3553236,-0.3432836,186.12962962962962,-0.4518518461673348,-0.4518518461673348,1.0
340000,1.3551687,-0.45428377,177.72727272727272,-1.3454545375975695,-1.3454545375975695,1.0
350000,1.3550543,-0.4079314,185.28301886792454,-0.443396214606627,-0.443396214606627,1.0
360000,1.3551614,-0.3710452,182.87719298245614,-0.8254545329646631,-0.8254545329646631,1.0
370000,1.3549379,-0.39581335,193.71153846153845,-0.7907407366567187,-0.7907407366567187,1.0
380000,1.3543342,-0.52028465,180.84615384615384,-1.2960784185458631,-1.2960784185458631,1.0
390000,1.3538336,-0.32738623,180.33928571428572,-0.5767857074471456,-0.5767857074471456,1.0
400000,1.3534961,-0.42549512,182.53703703703704,-1.2327272737568076,-1.2327272737568076,1.0
410000,1.3534144,-0.40635324,179.05263157894737,-0.7535714242341263,-0.7535714242341263,1.0
420000,1.3530084,-0.3608199,186.1320754716981,-0.4444444332685735,-0.4444444332685735,1.0
430000,1.352952,-0.35861725,175.94545454545454,-1.0472727165980773,-1.0472727165980773,1.0
440000,1.3529167,-0.38299426,184.83928571428572,-0.9327272695573894,-0.9327272695573894,1.0
450000,1.3528979,-0.45131454,179.85454545454544,-0.761818178133531,-0.761818178133531,1.0
460000,1.352918,-0.3959554,178.75,-0.8333333298041109,-0.8333333298041109,1.0
470000,1.3529698,-0.38232058,194.20408163265307,-0.5428571404547108,-0.5428571404547108,1.0
480000,1.3530294,-0.44395292,185.9245283018868,-1.3509433906314507,-1.3509433906314507,1.0
490000,1.353067,-0.431686,184.25454545454545,-1.323636354912411,-1.323636354912411,1.0
500000,1.3530866,-0.35400888,184.6909090909091,-0.3309090892022306,-0.3309090892022306,1.0
