Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,0.82049835,2091.2747,138.63793103448276,7593.7390993370445,7593.7390993370445,1.0
20000,0.8183534,1531.8168,139.48333333333332,3323.6756374256374,3323.6756374256374,1.0
30000,0.8186698,1454.3795,142.65217391304347,5898.83931771547,5898.83931771547,1.0
40000,0.81710804,1839.4492,144.08928571428572,5316.156027461436,5316.156027461436,1.0
50000,0.8150474,1762.2928,221.42372881355934,8299.541613382271,8299.541613382271,1.0
60000,0.8145865,1946.7059,181.9655172413793,8434.482687308357,8434.482687308357,1.0
70000,0.8128405,1706.3018,131.05172413793105,4539.438536282243,4539.438536282243,1.0
80000,0.8117783,1736.7506,135.72857142857143,3059.002726273476,3059.002726273476,1.0
90000,0.80996245,1932.1422,121.25,4938.454551964475,4938.454551964475,1.0
100000,0.8080505,1844.338,194.66666666666666,13165.774019868522,13165.774019868522,1.0
110000,0.80832404,1832.279,234.08771929824562,11124.979414965761,11124.979414965761,1.0
120000,0.80808604,1911.778,127.96296296296296,5044.552859774502,5044.552859774502,1.0
130000,0.806709,2077.7678,191.47457627118644,12253.81499938067,12253.81499938067,1.0
140000,0.80600697,2003.8036,190.72413793103448,10660.403127527314,10660.403127527314,1.0
150000,0.80526227,2102.0984,193.5681818181818,11605.306553444487,11605.306553444487,1.0
160000,0.8049566,2156.663,242.86206896551724,22990.478049654288,22990.478049654288,1.0
170000,0.80498254,1976.152,152.5,6735.426859493913,6735.426859493913,1.0
180000,0.80507666,1899.3595,137.52083333333334,6000.812422116597,6000.812422116597,1.0
190000,0.80594873,1751.2938,206.62264150943398,10414.806756984126,10414.806756984126,1.0
200000,0.8058974,2015.9797,189.73170731707316,12070.96968990419,12070.96968990419,1.0
210000,0.80394936,1723.4528,120.15384615384616,3724.1142780597393,3724.1142780597393,1.0
220000,0.8019138,1664.9724,295.8936170212766,18067.955381784548,18067.955381784548,1.0
230000,0.80118006,1977.9569,248.6904761904762,20468.80528549921,20468.80528549921,1.0
240000,0.80078775,1904.9945,182.52272727272728,9508.089492284524,9508.089492284524,1.0
250000,0.79940987,1841.4062,243.28571428571428,16541.791414812527,16541.791414812527,1.0
260000,0.79916626,1765.7819,189.14545454545456,14081.636001942374,14081.636001942374,1.0
270000,0.79894084,1994.769,200.02702702702703,12153.16711693841,12153.16711693841,1.0
280000,0.79810655,1969.3934,537.6451612903226,17711.05711834175,17711.05711834175,1.0
290000,0.79823744,1999.6755,258.8125,20794.675562651635,20794.675562651635,1.0
300000,0.7963939,2115.0059,268.85714285714283,21751.782539367676,21751.782539367676,1.0
310000,0.7936103,2011.8746,292.7096774193548,17030.930605626996,17030.930605626996,1.0
320000,0.7922329,1903.0677,198.0487804878049,7718.375012237034,7718.375012237034,1.0
330000,0.7926812,2194.571,241.0,19986.696339000355,19986.696339000355,1.0
340000,0.7936334,2079.3489,185.51282051282053,9726.341383182038,9726.341383182038,1.0
350000,0.79371166,1950.8494,381.8235294117647,33665.639020603536,33665.639020603536,1.0
360000,0.7931779,2317.7397,299.65714285714284,26296.927256377243,26296.927256377243,1.0
370000,0.79234546,2088.0986,227.22857142857143,16660.962705869933,16660.962705869933,1.0
380000,0.79073423,2137.6328,220.17241379310346,14094.872920069201,14094.872920069201,1.0
390000,0.7900575,2167.807,265.4375,17865.12721552042,17865.12721552042,1.0
400000,0.7899794,2077.3916,332.34285714285716,30000.08295757244,30000.08295757244,1.0
410000,0.7915842,2100.8135,211.09677419354838,11620.54180514428,11620.54180514428,1.0
420000,0.79191047,2133.8684,181.31034482758622,9255.794081063106,9255.794081063106,1.0
430000,0.79165524,1999.0985,301.1666666666667,26160.970109508064,26160.970109508064,1.0
440000,0.79145694,2171.9722,642.8235294117648,49744.093848453835,49744.093848453835,1.0
450000,0.79107213,2114.5015,409.06666666666666,37684.339700461554,37684.339700461554,1.0
