Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189384,4.09089,239.72727272727272,-18.490909749811347,-18.490909749811347,1.0
20000,1.4202234,3.8190067,580.0,-41.68181935223666,-41.68181935223666,1.0
30000,1.4213289,3.420959,521.7,-30.22727341001684,-30.22727341001684,1.0
40000,1.4219955,2.9755473,443.75,-31.71250084042549,-31.71250084042549,1.0
50000,1.4229683,2.4809144,510.55555555555554,-30.46666767862108,-30.46666767862108,1.0
60000,1.4225621,2.1905637,331.7142857142857,-20.8142865385328,-20.8142865385328,1.0
70000,1.4221578,1.8134769,1840.2,-89.62000172734261,-89.62000172734261,1.0
80000,1.4217787,1.4307466,409.25,-24.51250073313713,-24.51250073313713,1.0
90000,1.4214067,1.1270914,1012.3,-48.28000112771988,-48.28000112771988,1.0
100000,1.4214432,0.9414342,668.8181818181819,-31.27272826975042,-31.27272826975042,1.0
110000,1.4211053,0.71320975,1610.3125,-71.81875118240714,-71.81875118240714,1.0
120000,1.4204903,0.398721,1598.8461538461538,-74.74166823923588,-74.74166823923588,1.0
130000,1.4197899,0.25583377,409.72222222222223,-15.442105556789198,-15.442105556789198,1.0
140000,1.4190645,-0.032225005,505.09090909090907,-18.06363673101772,-18.06363673101772,1.0
150000,1.4183712,-0.3785013,781.625,-31.07500063131253,-31.07500063131253,1.0
160000,1.4171748,-0.38572565,320.92,-9.500000231266021,-9.500000231266021,1.0
170000,1.4157686,-0.57471406,422.22222222222223,-13.711538800826439,-13.711538800826439,1.0
180000,1.4143939,-0.8283619,314.6666666666667,-8.503226011510819,-8.503226011510819,1.0
190000,1.4126575,-0.7912089,392.1333333333333,-10.913333552330732,-10.913333552330732,1.0
200000,1.4109334,-0.90395,291.3125,-6.9843752034939826,-6.9843752034939826,1.0
210000,1.4095566,-0.9541693,262.7027027027027,-6.297297491415127,-6.297297491415127,1.0
220000,1.4081465,-1.009114,280.81081081081084,-6.521621731688848,-6.521621731688848,1.0
230000,1.406424,-1.0370533,244.21428571428572,-5.166666783924613,-5.166666783924613,1.0
240000,1.4053693,-1.1100087,226.3181818181818,-4.036363734609702,-4.036363734609702,1.0
250000,1.4045618,-1.0199302,226.72093023255815,-3.997674567928148,-3.997674567928148,1.0
260000,1.4037195,-1.033003,242.34883720930233,-5.046511801176293,-5.046511801176293,1.0
270000,1.4024085,-1.0990119,207.91666666666666,-3.1625000707184276,-3.1625000707184276,1.0
280000,1.4014229,-1.0921024,225.02325581395348,-3.6953489544779754,-3.6953489544779754,1.0
290000,1.4007592,-0.9902637,216.15555555555557,-2.757777844203843,-2.757777844203843,1.0
300000,1.3999959,-1.01737,227.26666666666668,-3.691111175550355,-3.691111175550355,1.0
310000,1.3993458,-0.91427577,197.1086956521739,-1.797777823607127,-1.797777823607127,1.0
320000,1.3990228,-0.90650517,195.32608695652175,-1.3212766187622191,-1.3212766187622191,1.0
330000,1.3988591,-0.89248586,239.3404255319149,-4.370212786692254,-4.370212786692254,1.0
340000,1.3984253,-0.806732,190.3265306122449,-0.8836734816431999,-0.8836734816431999,1.0
350000,1.3977594,-0.8184091,234.9375,-3.1510638610479678,-3.1510638610479678,1.0
360000,1.3966424,-0.8332584,188.0222222222222,-0.7673913169166316,-0.7673913169166316,1.0
370000,1.3961074,-0.84146035,182.1,-0.9900000223517418,-0.9900000223517418,1.0
380000,1.3962349,-0.7937162,179.87755102040816,-0.8591836859681168,-0.8591836859681168,1.0
390000,1.3955604,-0.8094167,179.87755102040816,-0.8734694050282849,-0.8734694050282849,1.0
400000,1.3955605,-0.78782535,276.08,-5.6380000650882724,-5.6380000650882724,1.0
410000,1.3953317,-0.77016723,212.23529411764707,-1.9372549432457662,-1.9372549432457662,1.0
420000,1.3949732,-0.66702294,188.92592592592592,-0.9792453068888413,-0.9792453068888413,1.0
430000,1.3946463,-0.6284101,185.6851851851852,-0.7509091007438573,-0.7509091007438573,1.0
440000,1.3943121,-0.661982,189.41509433962264,-0.8941176713389509,-0.8941176713389509,1.0
450000,1.3940635,-0.6331604,183.72222222222223,-0.8727272952144797,-0.8727272952144797,1.0
460000,1.3938603,-0.6247777,184.37254901960785,-0.7692307888601835,-0.7692307888601835,1.0
470000,1.3936889,-0.5906913,188.46153846153845,-0.8094339741850799,-0.8094339741850799,1.0
480000,1.3935124,-0.55135393,185.96363636363637,-0.5818181963129477,-0.5818181963129477,1.0
490000,1.3933665,-0.5889404,186.16666666666666,-0.8611111186996654,-0.8611111186996654,1.0
500000,1.3932985,-0.5228528,183.6346153846154,-0.5903846270476396,-0.5903846270476396,1.0
