Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,0.6590728,40.54356846473029,406.09647,506.6368261799216,506.6368261799216,1.0
20000,0.6576689,42.61674008810573,408.83255,483.2749867167389,483.2749867167389,1.0
30000,0.65591955,40.979166666666664,409.84702,476.6978544294834,476.6978544294834,1.0
40000,0.6550987,42.28695652173913,405.81305,486.0106465589432,486.0106465589432,1.0
50000,0.65607315,41.61206896551724,405.60492,483.8946542222449,483.8946542222449,1.0
60000,0.6568845,40.9327731092437,408.9798,489.02609499362336,489.02609499362336,1.0
70000,0.65492123,39.807377049180324,407.25327,474.7693880976463,474.7693880976463,1.0
80000,0.6535797,40.57322175732217,406.2354,476.66242453842483,476.66242453842483,1.0
90000,0.6539199,41.07531380753138,410.62952,489.0543041787886,489.0543041787886,1.0
100000,0.65446526,40.970588235294116,406.39233,471.5156323011949,471.5156323011949,1.0
110000,0.6554741,39.66803278688525,409.11514,469.81918408724727,469.81918408724727,1.0
120000,0.65703297,38.0,409.3888,478.38258197242646,478.38258197242646,1.0
130000,0.65714353,41.21518987341772,410.26862,468.62050385213604,468.62050385213604,1.0
140000,0.65742403,40.70762711864407,410.2446,479.08395654714406,479.08395654714406,1.0
150000,0.65719336,40.970464135021096,408.54926,478.8968570574426,478.8968570574426,1.0
160000,0.6560327,40.954356846473026,410.7478,474.19492689999305,474.19492689999305,1.0
170000,0.65569043,40.01234567901235,409.6693,477.047838003909,477.047838003909,1.0
180000,0.6555522,41.374468085106386,412.89398,483.92426294997586,483.92426294997586,1.0
190000,0.65559125,39.68032786885246,410.7202,479.54994485524236,479.54994485524236,1.0
200000,0.6567549,40.302904564315355,409.7829,481.76140814994875,481.76140814994875,1.0
210000,0.6580483,40.586776859504134,409.43066,479.3630047524271,479.3630047524271,1.0
220000,0.65897876,40.243478260869566,410.4448,473.2033796093681,473.2033796093681,1.0
230000,0.6596816,43.666666666666664,408.62698,475.8522980070522,475.8522980070522,1.0
240000,0.6592659,40.76890756302521,408.62128,496.67576798135764,496.67576798135764,1.0
250000,0.65805554,40.82700421940928,408.77646,496.73402909753713,496.73402909753713,1.0
260000,0.6574087,39.151898734177216,409.53027,491.83419340097606,491.83419340097606,1.0
270000,0.6576995,40.278260869565216,411.2899,488.75213332403274,488.75213332403274,1.0
280000,0.6590067,41.361607142857146,412.3022,488.5080269427426,488.5080269427426,1.0
290000,0.66005605,39.58050847457627,411.60086,481.6010578131374,481.6010578131374,1.0
