Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189384,2.623419,190.47368421052633,-2984.6334078817777,-2984.6334078817777,1.0
20000,1.4176886,-0.50363,230.13793103448276,-5559.221456067316,-5559.221456067316,1.0
30000,1.4145399,-2.4257874,176.5,-1831.4166288704707,-1831.4166288704707,1.0
40000,1.4104569,-4.4082627,280.5,-6021.31070446146,-6021.31070446146,1.0
50000,1.407391,-6.357165,203.96666666666667,-1407.2306786696115,-1407.2306786696115,1.0
60000,1.404154,-8.184047,352.6,-8800.713842773437,-8800.713842773437,1.0
70000,1.4018434,-10.215897,543.90625,-16354.239773635985,-16354.239773635985,1.0
80000,1.3992946,-12.205157,252.0625,-2266.0585567951202,-2266.0585567951202,1.0
90000,1.3958837,-13.9314375,409.55555555555554,-9636.934168925767,-9636.934168925767,1.0
100000,1.3924388,-16.061152,389.52272727272725,-8525.797368309715,-8525.797368309715,1.0
110000,1.3898553,-17.979622,216.46666666666667,-291.56225802898405,-291.56225802898405,1.0
120000,1.3868073,-19.701914,222.10638297872342,50.651692881823536,50.651692881823536,1.0
130000,1.3837144,-20.275124,220.7872340425532,410.1994672022918,410.1994672022918,1.0
140000,1.3807684,-22.666193,209.79166666666666,1707.8322296142578,1707.8322296142578,1.0
150000,1.3771565,-22.419622,200.16,1237.568264093399,1237.568264093399,1.0
160000,1.3732462,-24.483944,199.68,2403.5152724069358,2403.5152724069358,1.0
170000,1.3700733,-24.039745,198.01960784313727,3311.3342921189305,3311.3342921189305,1.0
180000,1.3673465,-25.632872,201.91836734693877,4836.31574647254,4836.31574647254,1.0
190000,1.3645192,-23.437494,198.79245283018867,4916.548639711309,4916.548639711309,1.0
200000,1.3621932,-25.494205,181.01960784313727,4631.031481611232,4631.031481611232,1.0
210000,1.3603762,-25.132027,183.64285714285714,4926.405839768305,4926.405839768305,1.0
220000,1.3593506,-26.073097,177.26785714285714,5271.097886298384,5271.097886298384,1.0
230000,1.3580893,-25.075176,173.44827586206895,4825.555726682253,4825.555726682253,1.0
240000,1.3561765,-26.354328,179.72222222222223,5605.206850966198,5605.206850966198,1.0
250000,1.3539081,-25.241789,185.03636363636363,5435.97272611992,5435.97272611992,1.0
260000,1.3512621,-25.165451,172.76785714285714,6382.118570980142,6382.118570980142,1.0
270000,1.3505906,-25.229359,168.93548387096774,5331.919729688355,5331.919729688355,1.0
280000,1.3498154,-25.530949,162.36666666666667,5763.0174679467145,5763.0174679467145,1.0
290000,1.3486046,-24.070202,176.3793103448276,6796.188416696089,6796.188416696089,1.0
300000,1.3475816,-23.461283,176.1153846153846,7724.7224932518575,7724.7224932518575,1.0
310000,1.3460863,-21.777853,193.54545454545453,7918.130617761363,7918.130617761363,1.0
320000,1.3453795,-24.365627,193.4375,8562.955097488983,8562.955097488983,1.0
330000,1.3444501,-19.631079,199.33333333333334,9109.842313189896,9109.842313189896,1.0
340000,1.3445773,-22.890053,190.39622641509433,8023.337158781223,8023.337158781223,1.0
350000,1.3451767,-19.182106,186.23636363636365,8242.79651588092,8242.79651588092,1.0
360000,1.3443071,-20.217674,184.42307692307693,7717.512880364467,7717.512880364467,1.0
370000,1.3426965,-18.89589,190.1764705882353,7789.6382488911595,7789.6382488911595,1.0
380000,1.3412957,-16.547152,183.8181818181818,7881.810299074111,7881.810299074111,1.0
390000,1.3402176,-17.441269,185.43396226415095,7869.461804633785,7869.461804633785,1.0
400000,1.339134,-19.058508,190.26415094339623,8122.239976359918,8122.239976359918,1.0
410000,1.3379627,-13.533096,171.16949152542372,6870.875061063443,6870.875061063443,1.0
420000,1.3366632,-14.319727,174.89655172413794,7463.478748113173,7463.478748113173,1.0
430000,1.3359848,-12.39822,177.9433962264151,7312.812505092823,7312.812505092823,1.0
440000,1.3357389,-11.963498,177.8421052631579,7720.762281983404,7720.762281983404,1.0
450000,1.3355103,-10.893878,183.96363636363637,8372.415406162496,8372.415406162496,1.0
460000,1.3352184,-9.338767,193.22,8731.679556519985,8731.679556519985,1.0
470000,1.3349326,-10.5882015,198.66666666666666,9123.170516432172,9123.170516432172,1.0
480000,1.3337911,-5.554316,188.6346153846154,8840.062548731024,8840.062548731024,1.0
490000,1.3321792,-1.7968029,185.42857142857142,8938.916796811838,8938.916796811838,1.0
500000,1.3315331,-2.6630027,206.46,9591.650933297724,9591.650933297724,1.0
510000,1.3313569,-1.5851054,201.22916666666666,9537.153927140986,9537.153927140986,1.0
520000,1.3310262,5.4707327,213.41304347826087,11606.145966125814,11606.145966125814,1.0
530000,1.3307657,13.878859,212.16,10862.950091819488,10862.950091819488,1.0
540000,1.329985,16.295296,211.7173913043478,10886.901872523802,10886.901872523802,1.0
550000,1.3288722,24.25316,215.2127659574468,11490.91882545428,11490.91882545428,1.0
