Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.1668336,151.62745098039215,1649.5981,8048.923693345421,8048.923693345421,1.0
20000,1.1632242,159.11475409836066,1573.0101,7145.682950944624,7145.682950944624,1.0
30000,1.1599171,161.89285714285714,1586.7693,7818.863138904409,7818.863138904409,1.0
40000,1.1585664,147.30188679245282,1669.3125,8418.417642100025,8418.417642100025,1.0
50000,1.158241,183.09615384615384,1749.9144,10199.877422382267,10199.877422382267,1.0
60000,1.1569299,202.44444444444446,1780.9259,12429.43007891185,12429.43007891185,1.0
70000,1.1548109,204.74418604651163,1813.1664,11847.587760040622,11847.587760040622,1.0
80000,1.1534594,171.22222222222223,1709.643,10025.820418675947,10025.820418675947,1.0
90000,1.1528856,208.41463414634146,1839.7089,12738.843958036065,12738.843958036065,1.0
100000,1.1524372,194.26530612244898,1788.4362,11352.946981808513,11352.946981808513,1.0
110000,1.1510878,159.4814814814815,1825.2463,10214.468680536205,10214.468680536205,1.0
120000,1.1496434,212.67441860465115,1832.8477,12751.00309462135,12751.00309462135,1.0
130000,1.1476309,375.7090909090909,1825.5332,10621.718347820708,10621.718347820708,1.0
140000,1.1461177,196.16,1876.3201,11952.906452784542,11952.906452784542,1.0
150000,1.1453665,184.68085106382978,1945.6455,12729.04209094549,12729.04209094549,1.0
160000,1.1435424,194.10416666666666,1968.025,12929.04347215232,12929.04347215232,1.0
170000,1.1409752,191.97826086956522,2046.2957,13967.980937020813,13967.980937020813,1.0
180000,1.1387908,270.6470588235294,1934.7343,12285.860034089386,12285.860034089386,1.0
190000,1.136137,183.22222222222223,2104.5498,13067.289286638366,13067.289286638366,1.0
200000,1.1327257,196.6875,2062.6992,13172.229324219668,13172.229324219668,1.0
210000,1.1297687,198.11111111111111,2185.3193,14956.423549254789,14956.423549254789,1.0
220000,1.1284319,187.47916666666666,2126.984,13518.662865379438,13518.662865379438,1.0
230000,1.1277466,190.48936170212767,2116.7485,12646.692004462348,12646.692004462348,1.0
240000,1.1269857,189.0625,2101.6584,12899.870005379897,12899.870005379897,1.0
250000,1.126454,183.55102040816325,2133.0576,12371.336762124178,12371.336762124178,1.0
260000,1.1261288,339.48979591836735,2097.582,13322.201441484827,13322.201441484827,1.0
270000,1.1254616,198.20833333333334,2197.2476,12876.965811382397,12876.965811382397,1.0
280000,1.1240404,210.0612244897959,2235.8103,14148.83057677225,14148.83057677225,1.0
290000,1.1231416,193.2093023255814,2286.4597,13760.382177395875,13760.382177395875,1.0
300000,1.1228606,193.10416666666666,2205.4958,14224.866591580832,14224.866591580832,1.0
310000,1.1214942,185.08,2291.5618,12497.839457405358,12497.839457405358,1.0
320000,1.1220291,191.4255319148936,2291.1357,13561.560466647545,13561.560466647545,1.0
330000,1.1227803,175.18,2294.377,12799.90147864975,12799.90147864975,1.0
340000,1.1219016,181.92156862745097,2301.6277,12756.805398914415,12756.805398914415,1.0
350000,1.1203644,190.0,2476.8396,14246.730471660047,14246.730471660047,1.0
360000,1.1188036,188.57692307692307,2466.575,14277.468912135733,14277.468912135733,1.0
370000,1.116656,191.84782608695653,2395.7437,13865.139497681439,13865.139497681439,1.0
380000,1.1157495,178.95652173913044,2454.6636,13677.45509396904,13677.45509396904,1.0
390000,1.1152091,187.76,2489.0254,13683.877831146568,13683.877831146568,1.0
400000,1.1152354,169.6153846153846,2398.2827,12442.224118886945,12442.224118886945,1.0
410000,1.1136265,178.28846153846155,2479.4458,13088.377148484095,13088.377148484095,1.0
420000,1.1112013,188.0612244897959,2514.4155,13824.386864837183,13824.386864837183,1.0
430000,1.1103517,451.11764705882354,2433.2266,13007.68317222014,13007.68317222014,1.0
440000,1.1101804,184.0,2496.8245,13834.573779913502,13834.573779913502,1.0
450000,1.1094184,190.75,2499.6162,13889.471617571855,13889.471617571855,1.0
460000,1.1082414,228.46,2547.2034,13901.869328129926,13901.869328129926,1.0
470000,1.1068223,214.22448979591837,2532.1077,13089.659976100016,13089.659976100016,1.0
480000,1.1052389,190.14893617021278,2530.825,14678.659627373983,14678.659627373983,1.0
490000,1.1039822,189.58333333333334,2679.065,14593.623737754766,14593.623737754766,1.0
