Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,14.877022653721683,-15.996144,-1.9756888168557536,-1.9756888168557536,1.0
20000,1.4150537,14.991830065359476,-5.144516,-1.97557003257329,-1.97557003257329,1.0
30000,1.4121748,14.664495114006515,-3.5936406,-1.995114006514658,-1.995114006514658,1.0
40000,1.4087285,16.170653907496014,-2.4806046,-1.8803827751196172,-1.8803827751196172,1.0
50000,1.4071833,14.402208201892744,-2.137354,-1.8464566929133859,-1.8464566929133859,1.0
60000,1.4039682,14.421705426356588,-2.0087175,-1.7817337461300309,-1.7817337461300309,1.0
70000,1.4028302,14.425038639876352,-1.8961141,-1.787037037037037,-1.787037037037037,1.0
80000,1.401236,14.798107255520504,-1.8107526,-1.6782334384858044,-1.6782334384858044,1.0
90000,1.4001352,15.066022544283413,-1.7571719,-1.5803858520900322,-1.5803858520900322,1.0
100000,1.3981827,15.329489291598023,-1.7035172,-1.486842105263158,-1.486842105263158,1.0
110000,1.3975449,15.669449081803005,-1.6569701,-1.4625,-1.4625,1.0
120000,1.3967439,16.30366492146597,-1.6014161,-1.4146341463414633,-1.4146341463414633,1.0
130000,1.3950778,16.72695035460993,-1.5695616,-1.4840425531914894,-1.4840425531914894,1.0
140000,1.3946606,17.86148007590133,-1.5694914,-1.422201138519924,-1.422201138519924,1.0
150000,1.3941501,19.08450704225352,-1.4648525,-1.2409638554216869,-1.2409638554216869,1.0
160000,1.3938338,20.347457627118644,-1.4570774,-1.25,-1.25,1.0
170000,1.3938265,20.689732142857142,-1.3683683,-0.9977728285077951,-0.9977728285077951,1.0
180000,1.3929538,21.466517857142858,-1.3062972,-0.9988839285714286,-0.9988839285714286,1.0
190000,1.3921022,22.453237410071942,-1.2802267,-1.1028708133971292,-1.1028708133971292,1.0
200000,1.3919251,24.055825242718445,-1.2318721,-1.0447941888619854,-1.0447941888619854,1.0
210000,1.391708,22.883211678832115,-1.1524707,-0.8256097560975609,-0.8256097560975609,1.0
220000,1.391366,23.08433734939759,-1.1459854,-0.8028846153846154,-0.8028846153846154,1.0
230000,1.3910395,22.140811455847256,-1.0622387,-0.5892857142857143,-0.5892857142857143,1.0
240000,1.3907973,23.04861111111111,-1.0372572,-0.2644341801385681,-0.2644341801385681,1.0
250000,1.3904139,22.17579908675799,-0.9452542,-0.03318077803203661,-0.03318077803203661,1.0
260000,1.3892212,21.479545454545455,-0.80541974,-0.006802721088435374,-0.006802721088435374,1.0
270000,1.3875813,21.82608695652174,-0.9567275,-0.41818181818181815,-0.41818181818181815,1.0
280000,1.3864858,20.542857142857144,-0.87745726,-0.14725274725274726,-0.14725274725274726,1.0
290000,1.3859596,21.083870967741934,-0.77307576,0.3967741935483871,0.3967741935483871,1.0
300000,1.3849249,20.035864978902953,-0.6570356,0.64,0.64,1.0
310000,1.3837131,19.849256900212314,-0.6904002,0.4597457627118644,0.4597457627118644,1.0
320000,1.3823751,19.50513347022587,-0.43348402,0.9262295081967213,0.9262295081967213,1.0
330000,1.3814824,19.70736842105263,-0.4406814,0.5357894736842105,0.5357894736842105,1.0
340000,1.3803674,19.608961303462323,-0.26727816,0.7006109979633401,0.7006109979633401,1.0
350000,1.3791893,20.134854771784234,-0.24550068,0.6086956521739131,0.6086956521739131,1.0
360000,1.3781278,18.44214876033058,-0.16371945,0.734020618556701,0.734020618556701,1.0
370000,1.3774418,20.62448132780083,-0.1603786,0.9070247933884298,0.9070247933884298,1.0
380000,1.3773166,18.976424361493123,-0.1585699,0.890748031496063,0.890748031496063,1.0
390000,1.3766843,18.46586345381526,-0.12905899,1.1352705410821644,1.1352705410821644,1.0
400000,1.376108,18.658252427184465,-0.056875538,1.0859683794466404,1.0859683794466404,1.0
410000,1.3758532,18.923076923076923,0.16675378,1.1044487427466152,1.1044487427466152,1.0
420000,1.3756884,18.434362934362934,0.1504938,1.2147001934235977,1.2147001934235977,1.0
430000,1.3753325,18.108986615678777,0.08653616,1.0401529636711282,1.0401529636711282,1.0
440000,1.3749658,18.115606936416185,0.21304509,0.9307692307692308,0.9307692307692308,1.0
450000,1.3748794,18.11346153846154,0.20611665,1.1381957773512477,1.1381957773512477,1.0
460000,1.3748466,17.728464419475657,0.3505112,1.475609756097561,1.475609756097561,1.0
470000,1.3747026,17.854748603351954,0.35955682,1.2039106145251397,1.2039106145251397,1.0
480000,1.3745557,17.152727272727272,0.44275156,1.394736842105263,1.394736842105263,1.0
490000,1.3743929,17.03610108303249,0.5395629,1.7283393501805053,1.7283393501805053,1.0
500000,1.374303,16.89426523297491,0.5117067,1.70304114490161,1.70304114490161,1.0
