Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.0463613,3563.3958,299.05263157894734,21445.476105539423,21445.476105539423,1.0
20000,1.0459235,2097.8284,1199.5,-5859.418538411458,-5859.418538411458,1.0
30000,1.0457456,3820.535,2118.0,42645.51844787598,42645.51844787598,1.0
40000,1.0459353,3106.5024,None,None,None,1.0
50000,1.0465633,2007.6222,2582.8571428571427,53067.16543361119,53067.16543361119,1.0
60000,1.0476195,2242.2222,1725.6666666666667,4400.297775268555,4400.297775268555,1.0
70000,1.0459179,3942.2188,1054.5714285714287,47298.40720694406,47298.40720694406,1.0
80000,1.0430014,2330.0132,722.7777777777778,27910.611002604168,27910.611002604168,1.0
90000,1.0431253,2582.1633,1181.6666666666667,-300.71882915496826,-300.71882915496826,1.0
100000,1.0430211,3831.2947,1689.5,53490.23693084717,53490.23693084717,1.0
110000,1.0413725,3082.6418,657.4347826086956,34278.85752205227,34278.85752205227,1.0
120000,1.0404189,2924.852,1729.7,60217.980339813235,60217.980339813235,1.0
130000,1.0409621,3085.1362,1190.0,7175.887229919434,7175.887229919434,1.0
140000,1.0413738,3063.5464,1600.7777777777778,46562.49539693197,46562.49539693197,1.0
150000,1.0418833,3327.145,301.22222222222223,20020.496511671277,20020.496511671277,1.0
160000,1.0424695,3485.498,1809.0,37820.570877075195,37820.570877075195,1.0
170000,1.0414102,3700.7327,1332.5714285714287,25473.279287883215,25473.279287883215,1.0
180000,1.0406302,2107.5596,1374.909090909091,20881.899194890804,20881.899194890804,1.0
190000,1.041401,3411.6367,275.2,19227.52292480469,19227.52292480469,1.0
200000,1.0412955,3556.1597,4425.0,112385.65737915039,112385.65737915039,1.0
210000,1.0394127,2604.113,1722.1,50657.697368240355,50657.697368240355,1.0
220000,1.0371655,2394.1362,1460.5714285714287,11424.606345040458,11424.606345040458,1.0
230000,1.035764,3638.286,1456.0,62064.48864746094,62064.48864746094,1.0
240000,1.0355233,2594.6804,1885.2,52525.379055786136,52525.379055786136,1.0
250000,1.0361137,2525.8943,1802.0,42753.865727742515,42753.865727742515,1.0
260000,1.0363952,3165.3633,1384.0,5071.86590051651,5071.86590051651,1.0
270000,1.0358301,3402.8184,1207.375,52937.74624824524,52937.74624824524,1.0
280000,1.0357662,2120.5415,3452.0,149911.27707429367,149911.27707429367,1.0
290000,1.0366203,3039.0156,1707.75,29528.26583480835,29528.26583480835,1.0
300000,1.0370791,3662.1448,3096.6666666666665,78745.84833780925,78745.84833780925,1.0
310000,1.0378343,3341.3115,703.6190476190476,29876.750857398623,29876.750857398623,1.0
320000,1.0376314,2539.6072,1176.0,40084.938051859535,40084.938051859535,1.0
330000,1.0377954,3215.8765,1536.75,11632.026943206787,11632.026943206787,1.0
340000,1.0357223,2938.2715,1187.0714285714287,40808.239902768815,40808.239902768815,1.0
350000,1.0358131,3178.9324,506.6666666666667,23209.84392261505,23209.84392261505,1.0
360000,1.0382847,3257.006,1377.0,38915.64434814453,38915.64434814453,1.0
370000,1.0372505,3204.6807,5121.5,45482.45431137085,45482.45431137085,1.0
380000,1.0388353,2694.943,941.6111111111111,24771.461957295734,24771.461957295734,1.0
390000,1.039078,3435.2637,2485.75,48455.61470184326,48455.61470184326,1.0
400000,1.0380149,3435.0562,None,None,None,1.0
410000,1.0382473,1907.625,2418.4,49821.136682128905,49821.136682128905,1.0
420000,1.0402776,2654.19,1243.3333333333333,29060.588387383355,29060.588387383355,1.0
430000,1.0407754,3332.1018,5112.0,196199.30473327637,196199.30473327637,1.0
440000,1.0401694,2549.6184,1057.0,45855.98666381836,45855.98666381836,1.0
450000,1.0401399,1902.368,2582.1111111111113,71912.26187727187,71912.26187727187,1.0
460000,1.0404221,2931.8713,1911.6666666666667,25147.689519246418,25147.689519246418,1.0
470000,1.0407361,3130.8237,1098.8,41938.969946289064,41938.969946289064,1.0
480000,1.0402905,1814.1871,1295.6666666666667,34706.071061876086,34706.071061876086,1.0
490000,1.0393006,2959.8337,3647.6,5742.340350341797,5742.340350341797,1.0
500000,1.0381252,3628.0466,1871.0,74036.5601196289,74036.5601196289,1.0
510000,1.0376235,3011.3818,919.6842105263158,36639.598120839975,36639.598120839975,1.0
520000,1.039201,2026.5449,1432.5,5368.2991854349775,5368.2991854349775,1.0
530000,1.0396323,3496.704,5980.5,268451.4004230499,268451.4004230499,1.0
540000,1.0384542,3378.3362,830.7142857142857,31971.792288643974,31971.792288643974,1.0
550000,1.0371648,2883.8198,639.5,20793.052392578124,20793.052392578124,1.0
