Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,20.464285714285715,19.41754,-100.0,-100.0,1.0
20000,1.4222023,22.166276346604217,-2.1970522,-100.0,-100.0,1.0
30000,1.4248847,22.50815850815851,-14.52922,-100.0,-100.0,1.0
40000,1.4268275,24.5,-24.554144,-100.0,-100.0,1.0
50000,1.4289542,24.640883977900554,-30.795021,-100.0,-100.0,1.0
60000,1.4312868,28.69182389937107,-36.644474,-100.0,-100.0,1.0
70000,1.4345171,34.735074626865675,-41.350605,-100.0,-100.0,1.0
80000,1.4376664,42.93103448275862,-42.843693,-89.65058443781643,-89.65058443781643,1.0
90000,1.4397893,37.80269058295964,-43.672626,-100.0,-100.0,1.0
100000,1.4415883,43.56880733944954,-44.43677,-100.0,-100.0,1.0
110000,1.4436625,50.25888324873097,-45.44921,-97.96954314720813,-97.96954314720813,1.0
120000,1.445512,46.333333333333336,-45.891834,-88.68885404146634,-88.68885404146634,1.0
130000,1.4467423,51.80295566502463,-46.51232,-100.00009708737647,-100.00009708737647,1.0
140000,1.4476911,46.588541666666664,-46.854515,-97.92746113989638,-97.92746113989638,1.0
150000,1.4485681,53.73410404624278,-47.487453,-93.06805174378142,-93.06805174378142,1.0
160000,1.4490664,44.823170731707314,-46.904694,-90.12822568928537,-90.12822568928537,1.0
170000,1.4498681,70.2919708029197,-47.987278,-89.90920894266033,-89.90920894266033,1.0
180000,1.4503613,97.98461538461538,-46.940907,-92.34897852307968,-92.34897852307968,1.0
190000,1.4502512,77.27692307692308,-45.580593,-81.46071425217849,-81.46071425217849,1.0
200000,1.450035,81.28346456692914,-46.46162,-79.58802801370621,-79.58802801370621,1.0
210000,1.4499621,76.57777777777778,-47.16924,-68.72816636827257,-68.72816636827257,1.0
220000,1.4509152,90.12605042016807,-46.17206,-65.11558904726643,-65.11558904726643,1.0
230000,1.4517088,76.71153846153847,-45.30995,-63.50105888730004,-63.50105888730004,1.0
240000,1.4523634,93.92372881355932,-44.521866,-65.74995086152674,-65.74995086152674,1.0
250000,1.4532413,77.02061855670104,-44.608585,-18.764573838975693,-18.764573838975693,1.0
260000,1.4530444,98.03191489361703,-44.48618,-76.53247394967586,-76.53247394967586,1.0
270000,1.4537152,107.95402298850574,-45.417717,-56.73228185827082,-56.73228185827082,1.0
280000,1.4546784,93.25,-46.09697,-83.30666196913947,-83.30666196913947,1.0
290000,1.4554094,151.27272727272728,-43.691936,-70.01837111286707,-70.01837111286707,1.0
300000,1.4561479,160.5,-43.996223,-57.21654853820801,-57.21654853820801,1.0
310000,1.4577776,96.75925925925925,-43.984333,-85.41467340642755,-85.41467340642755,1.0
320000,1.4583949,169.61111111111111,-41.876526,-67.07473421963779,-67.07473421963779,1.0
330000,1.4587777,194.54237288135593,-41.169662,-83.0088581149861,-83.0088581149861,1.0
340000,1.4592026,179.20454545454547,-40.913044,-49.81928045099432,-49.81928045099432,1.0
350000,1.4594971,296.8888888888889,-40.491467,-88.88888888888889,-88.88888888888889,1.0
360000,1.4600401,272.7857142857143,-40.33986,-41.15383166801639,-41.15383166801639,1.0
370000,1.4607105,268.5777777777778,-40.507847,-82.22266659206814,-82.22266659206814,1.0
380000,1.46042,283.1212121212121,-40.38289,-76.3679220401408,-76.3679220401408,1.0
390000,1.4600848,218.2888888888889,-39.675335,-95.60100591312285,-95.60100591312285,1.0
400000,1.4603521,227.69565217391303,-39.260582,-73.87986108531122,-73.87986108531122,1.0
410000,1.4610108,208.85365853658536,-39.54559,-65.83441738966035,-65.83441738966035,1.0
420000,1.461311,207.18421052631578,-39.28502,-74.26831680689102,-74.26831680689102,1.0
430000,1.4607155,271.0,-37.878605,-38.069761716402496,-38.069761716402496,1.0
440000,1.4592118,299.35483870967744,-37.44725,-35.23151373094128,-35.23151373094128,1.0
450000,1.4582024,233.76470588235293,-36.84622,-45.120795047644414,-45.120795047644414,1.0
460000,1.4578962,327.0857142857143,-36.762814,-27.601639641655815,-27.601639641655815,1.0
