Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.353155,75.58771929824562,-286.52756,-18490.375520405018,-18490.375520405018,1.0
20000,1.3521054,98.59574468085107,-237.49147,-12047.507218555738,-12047.507218555738,1.0
30000,1.3509799,69.95744680851064,-274.0755,-6882.807450964096,-6882.807450964096,1.0
40000,1.3516262,115.97391304347826,-360.79565,-55085.60259638247,-55085.60259638247,1.0
50000,1.3490554,106.98989898989899,-363.9537,2013.053764038086,2013.053764038086,1.0
60000,1.3466232,60.87,-401.6788,-14762.466123046876,-14762.466123046876,1.0
70000,1.3448957,87.9908256880734,-419.65567,-679.6670927824797,-679.6670927824797,1.0
80000,1.3439428,107.52713178294573,-386.30243,6396.40842502801,6396.40842502801,1.0
90000,1.3436724,85.11538461538461,-386.79987,5354.593996957632,5354.593996957632,1.0
100000,1.3431233,84.79310344827586,-385.44095,2057.2254301926187,2057.2254301926187,1.0
110000,1.3413677,63.93043478260869,-404.39932,-4947.297593741581,-4947.297593741581,1.0
120000,1.339894,89.7720588235294,-423.3413,6631.377550365307,6631.377550365307,1.0
130000,1.3373613,68.37931034482759,-410.093,-3833.1065322028267,-3833.1065322028267,1.0
140000,1.3349357,69.57042253521126,-382.75467,-1236.2256571451824,-1236.2256571451824,1.0
150000,1.3337857,62.29007633587786,-395.5929,-3422.6943002554085,-3422.6943002554085,1.0
160000,1.3326384,90.76724137931035,-386.25574,12201.653732430223,12201.653732430223,1.0
170000,1.3300807,77.70866141732283,-417.76907,6545.856699545552,6545.856699545552,1.0
180000,1.3278745,78.8360655737705,-436.22162,-1231.0879011310515,-1231.0879011310515,1.0
190000,1.3272287,79.625,-423.20508,4865.650796329274,4865.650796329274,1.0
200000,1.3272204,76.05263157894737,-443.87943,3151.2944095495977,3151.2944095495977,1.0
210000,1.3266498,83.22950819672131,-405.94604,7638.223288435277,7638.223288435277,1.0
220000,1.3256767,73.18518518518519,-412.45074,3732.5223816828943,3732.5223816828943,1.0
230000,1.324687,64.85314685314685,-425.76416,-992.1647727272727,-992.1647727272727,1.0
240000,1.323334,69.76296296296296,-416.9287,2973.939489028033,2973.939489028033,1.0
250000,1.3225342,76.09701492537313,-439.98914,3119.204635275934,3119.204635275934,1.0
260000,1.321288,80.8923076923077,-448.51797,7036.143334774571,7036.143334774571,1.0
270000,1.3199048,65.79020979020979,-431.83722,495.38650727607836,495.38650727607836,1.0
280000,1.3187903,71.99295774647888,-441.24307,6041.376127860915,6041.376127860915,1.0
290000,1.3170354,67.32116788321167,-417.8198,-310.7338279111542,-310.7338279111542,1.0
300000,1.3147779,75.72222222222223,-411.99792,6133.8991292317705,6133.8991292317705,1.0
310000,1.3126926,86.82113821138212,-428.8098,8345.419982413936,8345.419982413936,1.0
320000,1.312084,70.36363636363636,-432.3212,2232.4685892454336,2232.4685892454336,1.0
330000,1.3115733,70.71830985915493,-448.02344,2125.6250865746897,2125.6250865746897,1.0
340000,1.3110995,63.94656488549618,-416.2803,-1967.3341975425606,-1967.3341975425606,1.0
350000,1.309661,91.32231404958678,-458.60205,7363.329832983799,7363.329832983799,1.0
360000,1.3096999,79.85217391304347,-443.59042,4526.673964115611,4526.673964115611,1.0
370000,1.3085252,92.70434782608696,-478.6329,11624.27749528556,11624.27749528556,1.0
380000,1.306156,75.99193548387096,-429.6486,3351.11047859502,3351.11047859502,1.0
390000,1.3040584,80.85714285714286,-446.76874,-9961.266885230654,-9961.266885230654,1.0
400000,1.3038207,77.68888888888888,-506.66278,7988.692214462783,7988.692214462783,1.0
410000,1.3040589,120.6,-494.56046,19570.88568349985,19570.88568349985,1.0
420000,1.3033375,87.23214285714286,-436.5164,9329.141050611224,9329.141050611224,1.0
430000,1.3021843,98.81981981981981,-470.33786,13088.04690469278,13088.04690469278,1.0
440000,1.3011498,88.56435643564356,-472.93497,9290.987091064453,9290.987091064453,1.0
450000,1.3006583,93.27826086956522,-474.05576,-10242.45726902174,-10242.45726902174,1.0
460000,1.300674,79.9304347826087,-472.13568,1393.4507014833648,1393.4507014833648,1.0
470000,1.3000174,98.6218487394958,-444.58304,13810.432983911338,13810.432983911338,1.0
480000,1.2990183,80.62608695652175,-427.3703,4341.404523882949,4341.404523882949,1.0
490000,1.2980063,82.81308411214954,-437.18784,6277.064381917317,6277.064381917317,1.0
500000,1.2971245,98.28828828828829,-446.6693,11148.614809878238,11148.614809878238,1.0
510000,1.2963947,84.01724137931035,-473.7772,1019.603564558358,1019.603564558358,1.0
520000,1.2955301,84.40944881889764,-474.03012,6227.733825203002,6227.733825203002,1.0
530000,1.2947927,89.13761467889908,-452.6506,4968.35745578342,4968.35745578342,1.0
540000,1.2937366,86.83673469387755,-402.587,10482.147037390507,10482.147037390507,1.0
550000,1.2927228,96.32727272727273,-478.55032,5207.923021351207,5207.923021351207,1.0
560000,1.2926372,76.23853211009174,-476.7836,2429.0430001075115,2429.0430001075115,1.0
570000,1.2927957,100.0650406504065,-487.87476,12253.6276295146,12253.6276295146,1.0
580000,1.2922297,81.70642201834862,-462.63617,950.1335673200974,950.1335673200974,1.0
590000,1.2916058,84.125,-429.34198,1979.6111902815571,1979.6111902815571,1.0
600000,1.2914323,133.30208333333334,-457.46005,12055.82737604777,12055.82737604777,1.0
610000,1.291553,97.86792452830188,-466.71445,6730.957076162662,6730.957076162662,1.0
620000,1.2915965,91.95327102803738,-481.97723,3907.9831702686915,3907.9831702686915,1.0
630000,1.2909677,87.31428571428572,-447.40866,-4668.508328683036,-4668.508328683036,1.0
640000,1.290512,117.56470588235294,-399.94003,6687.111915056095,6687.111915056095,1.0
650000,1.2901093,97.77064220183486,-449.83093,4509.103014464772,4509.103014464772,1.0
660000,1.2897623,82.93069306930693,-447.59436,-1014.4323875502785,-1014.4323875502785,1.0
670000,1.2893498,104.23584905660377,-465.86502,11417.433367629279,11417.433367629279,1.0
680000,1.2893372,121.855421686747,-442.11188,15463.147002447218,15463.147002447218,1.0
