Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.3159516,161.5624,120.83561643835617,3636.6968100058198,3636.6968100058198,1.0
20000,1.3141606,169.9841,140.09722222222223,4216.373936591877,4216.373936591877,1.0
30000,1.3127223,162.62752,150.0,4612.472804141337,4612.472804141337,1.0
40000,1.3127925,171.78531,133.78125,5137.266392481717,5137.266392481717,1.0
50000,1.3126193,164.88672,144.15625,5921.242702198028,5921.242702198028,1.0
60000,1.3120451,172.07368,168.61764705882354,5121.638604056036,5121.638604056036,1.0
70000,1.3100837,169.16632,133.4848484848485,4949.7347790651365,4949.7347790651365,1.0
80000,1.3083574,168.60007,140.67741935483872,5585.182620430215,5585.182620430215,1.0
90000,1.3059956,166.59688,183.32835820895522,5823.414903104222,5823.414903104222,1.0
100000,1.3047465,167.96115,153.43333333333334,6862.997529757861,6862.997529757861,1.0
110000,1.3025867,173.96857,151.76271186440678,6975.98866371621,6975.98866371621,1.0
120000,1.3011903,162.38232,200.49122807017545,6843.4085833075405,6843.4085833075405,1.0
130000,1.2999935,181.64914,159.67241379310346,7822.097010027617,7822.097010027617,1.0
140000,1.2982017,184.10365,160.70909090909092,7419.370689378519,7419.370689378519,1.0
150000,1.2959888,186.79164,183.66666666666666,7050.395575167286,7050.395575167286,1.0
160000,1.2933642,177.41438,157.6,7585.152504737269,7585.152504737269,1.0
170000,1.2920719,192.56737,189.35593220338984,7465.716754272201,7465.716754272201,1.0
180000,1.2911743,189.85536,168.88524590163934,6749.583229975415,6749.583229975415,1.0
190000,1.2901558,196.50182,162.7058823529412,8452.596186102532,8452.596186102532,1.0
200000,1.2896656,189.1478,211.73076923076923,9742.936766400793,9742.936766400793,1.0
210000,1.2891303,199.97852,175.0612244897959,9446.61941596075,9446.61941596075,1.0
220000,1.289143,212.94696,224.55102040816325,10287.227629951525,10287.227629951525,1.0
230000,1.2891626,216.3026,196.6595744680851,11606.034501041544,11606.034501041544,1.0
240000,1.2882057,223.1359,202.61904761904762,11456.789352937913,11456.789352937913,1.0
250000,1.2865827,231.68379,253.5625,11784.915136379228,11784.915136379228,1.0
260000,1.2848207,251.75381,209.73809523809524,12271.082483635106,12271.082483635106,1.0
270000,1.2844546,239.88785,239.9387755102041,11316.103764665779,11316.103764665779,1.0
280000,1.2851598,264.1151,203.04545454545453,11938.314660663165,11938.314660663165,1.0
290000,1.2850522,262.91687,212.58536585365854,13542.59087194285,13542.59087194285,1.0
300000,1.2830524,271.98233,256.4,13230.627392335402,13230.627392335402,1.0
310000,1.2806835,275.51276,250.0487804878049,13619.020894969428,13619.020894969428,1.0
320000,1.2782441,306.48425,226.275,15837.189704928362,15837.189704928362,1.0
330000,1.2775062,310.85294,274.86842105263156,15396.887092965704,15396.887092965704,1.0
340000,1.2780787,335.5209,254.97435897435898,16397.000464530756,16397.000464530756,1.0
350000,1.2784866,347.2932,294.96875,19412.0880751831,19412.0880751831,1.0
360000,1.2775501,373.57098,277.36842105263156,17157.457148385038,17157.457148385038,1.0
370000,1.2776614,385.90546,266.8205128205128,15975.777285634884,15975.777285634884,1.0
380000,1.2767794,399.10803,264.9428571428571,18777.40582625904,18777.40582625904,1.0
390000,1.275362,410.84268,301.7352941176471,17914.14971376057,17914.14971376057,1.0
400000,1.2744411,432.7397,277.5882352941176,18422.99120090409,18422.99120090409,1.0
410000,1.2741094,461.21576,267.3421052631579,17178.50309315863,17178.50309315863,1.0
420000,1.2731346,457.01456,314.09375,19837.03142327111,19837.03142327111,1.0
430000,1.2724142,489.68927,245.83783783783784,17738.537428456668,17738.537428456668,1.0
440000,1.2715511,511.39355,285.0,18746.897465902577,18746.897465902577,1.0
450000,1.2715662,523.46655,296.8611111111111,19652.34291740776,19652.34291740776,1.0
460000,1.2713246,555.959,279.11764705882354,18678.92360148168,18678.92360148168,1.0
470000,1.2705115,552.6803,276.6666666666667,16431.961491852948,16431.961491852948,1.0
480000,1.2698954,561.58,270.0,18368.09993771948,18368.09993771948,1.0
490000,1.2696356,576.43713,286.25714285714287,19191.240230028983,19191.240230028983,1.0
500000,1.2697095,599.63806,286.54545454545456,19838.962584617857,19838.962584617857,1.0
510000,1.269187,616.20013,290.8333333333333,19252.260733858475,19252.260733858475,1.0
520000,1.2676913,629.74927,288.54545454545456,20287.452194317048,20287.452194317048,1.0
530000,1.266548,642.7045,297.6666666666667,19896.780871391453,19896.780871391453,1.0
540000,1.266988,656.6827,274.4166666666667,17938.331967472306,17938.331967472306,1.0
550000,1.2675742,684.93945,286.86486486486484,20569.848405524433,20569.848405524433,1.0
560000,1.266189,720.58325,270.375,18365.155436276284,18365.155436276284,1.0
570000,1.2641512,736.6422,277.1842105263158,17478.421461028192,17478.421461028192,1.0
580000,1.2630063,757.62396,256.87179487179486,17529.559715911466,17529.559715911466,1.0
590000,1.2618836,764.5925,280.0285714285714,19237.853201491595,19237.853201491595,1.0
600000,1.2607733,762.37286,285.34285714285716,18830.061647036993,18830.061647036993,1.0
610000,1.2594267,820.66504,260.8285714285714,19662.501722824094,19662.501722824094,1.0
620000,1.2573832,816.371,298.6470588235294,19102.437830423387,19102.437830423387,1.0
630000,1.2552389,827.92975,262.72727272727275,18755.529203963193,18755.529203963193,1.0
640000,1.2529911,866.7432,283.60526315789474,17117.39775170548,17117.39775170548,1.0
650000,1.2525347,870.64844,266.42857142857144,19859.611639156457,19859.611639156457,1.0
660000,1.2518263,868.21204,236.6315789473684,16297.060496837245,16297.060496837245,1.0
670000,1.2520162,896.7233,315.5833333333333,18416.048942962763,18416.048942962763,1.0
680000,1.2510712,873.3082,267.55882352941177,19376.0823110634,19376.0823110634,1.0
690000,1.2508098,905.55383,315.2647058823529,20036.599950635486,20036.599950635486,1.0
700000,1.2508204,908.0146,273.90909090909093,20872.314910995014,20872.314910995014,1.0
710000,1.2504376,914.2136,330.11764705882354,20120.02243227139,20120.02243227139,1.0
720000,1.2491025,926.63763,276.06060606060606,20969.316648941713,20969.316648941713,1.0
730000,1.2466438,959.7016,318.6060606060606,20193.32226509776,20193.32226509776,1.0
740000,1.2446933,954.2489,295.94594594594594,19293.643527464283,19293.643527464283,1.0
750000,1.2437528,967.64545,303.5,20462.47124460318,20462.47124460318,1.0
760000,1.242823,987.7891,287.3235294117647,19978.988036302137,19978.988036302137,1.0
770000,1.2405486,1024.7567,284.6363636363636,19869.14431153458,19869.14431153458,1.0
780000,1.2400576,1024.5448,288.1714285714286,19865.332327700035,19865.332327700035,1.0
790000,1.2386361,1032.9154,296.3888888888889,20027.290455358827,20027.290455358827,1.0
800000,1.2381953,1060.438,287.1212121212121,20020.728346141506,20020.728346141506,1.0
810000,1.2377912,1068.0172,295.3529411764706,20440.791242828098,20440.791242828098,1.0
820000,1.2362105,1088.7118,301.65714285714284,21549.55259398497,21549.55259398497,1.0
830000,1.2346171,1104.8934,286.2903225806452,21259.005227970716,21259.005227970716,1.0
840000,1.2336951,1140.2708,331.59375,20680.689718319336,20680.689718319336,1.0
850000,1.2327188,1155.171,303.28125,21687.02262397576,21687.02262397576,1.0
860000,1.2319611,1174.0824,290.625,21699.572644593023,21699.572644593023,1.0
870000,1.2316265,1178.2448,296.7647058823529,20590.65638773357,20590.65638773357,1.0
880000,1.2314031,1175.6,298.72727272727275,20226.76374874343,20226.76374874343,1.0
890000,1.2304717,1210.7885,316.29411764705884,20834.79601037031,20834.79601037031,1.0
900000,1.2290978,1237.5723,282.6875,21918.34560291632,21918.34560291632,1.0
910000,1.2280751,1225.3588,323.90909090909093,19805.690640152257,19805.690640152257,1.0
920000,1.2272856,1256.9188,291.4117647058824,21456.73089218342,21456.73089218342,1.0
930000,1.2264425,1259.5675,317.7,21999.524878653265,21999.524878653265,1.0
940000,1.2255263,1310.3987,292.2903225806452,22851.194199932077,22851.194199932077,1.0
950000,1.2247198,1282.6271,338.90909090909093,22017.69999521316,22017.69999521316,1.0
960000,1.2241049,1326.4813,278.0,24068.598199252425,24068.598199252425,1.0
970000,1.2236061,1352.6665,310.2258064516129,22376.868596951626,22376.868596951626,1.0
980000,1.222698,1359.0079,277.53333333333336,23836.24084554116,23836.24084554116,1.0
990000,1.2219856,1326.1022,444.6,21865.852505801617,21865.852505801617,1.0
1000000,1.2221818,1408.0159,313.7741935483871,23193.152349139953,23193.152349139953,1.0
1010000,1.2220651,1423.825,300.4516129032258,22867.3581547924,22867.3581547924,1.0
1020000,1.2222121,1391.2094,288.2413793103448,23013.426371819565,23013.426371819565,1.0
1030000,1.2227215,1399.1907,401.71875,22218.016253145703,22218.016253145703,1.0
1040000,1.2220199,1446.4878,281.71875,21787.153186093667,21787.153186093667,1.0
1050000,1.221113,1423.9591,277.5483870967742,22957.744490554254,22957.744490554254,1.0
1060000,1.2203797,1450.5371,272.76666666666665,23282.97936914141,23282.97936914141,1.0
1070000,1.2197703,1463.0553,279.9,24226.36044514974,24226.36044514974,1.0
1080000,1.2189212,1494.2216,504.96666666666664,21732.27432904374,21732.27432904374,1.0
1090000,1.2175121,1514.5737,301.625,23224.633148624154,23224.633148624154,1.0
1100000,1.218933,1553.3569,304.5483870967742,22826.397952577347,22826.397952577347,1.0
1110000,1.2184244,1533.7012,289.85714285714283,22785.850026849013,22785.850026849013,1.0
1120000,1.218499,1540.7983,281.35483870967744,24102.853757285302,24102.853757285302,1.0
1130000,1.2187808,1564.7732,277.7857142857143,23892.368517466955,23892.368517466955,1.0
1140000,1.2180659,1570.7638,530.483870967742,22402.388524900005,22402.388524900005,1.0
1150000,1.2177336,1583.5718,291.59375,22339.060273977844,22339.060273977844,1.0
1160000,1.2166787,1617.8546,275.17241379310343,23554.856429149364,23554.856429149364,1.0
1170000,1.2151873,1625.1393,282.4074074074074,23966.337619719474,23966.337619719474,1.0
1180000,1.214645,1643.1166,275.06451612903226,23586.772405808973,23586.772405808973,1.0
1190000,1.2144879,1612.0604,362.6875,22958.907157485082,22958.907157485082,1.0
1200000,1.2144125,1634.8951,462.1666666666667,23168.97454398945,23168.97454398945,1.0
1210000,1.2142208,1698.0095,274.9,23752.996350097656,23752.996350097656,1.0
1220000,1.213487,1703.4081,358.0,22522.114902838104,22522.114902838104,1.0
1230000,1.2120261,1712.8165,271.2758620689655,23016.876580685377,23016.876580685377,1.0
1240000,1.2100521,1715.4526,270.19354838709677,23209.375754079512,23209.375754079512,1.0
1250000,1.2087725,1677.1365,353.93548387096774,22547.92715864238,22547.92715864238,1.0
1260000,1.2085711,1730.0558,454.9,22902.38299710142,22902.38299710142,1.0
1270000,1.2089169,1724.7544,312.15625,22480.846615862567,22480.846615862567,1.0
1280000,1.2092534,1788.8868,273.0,23454.819470635775,23454.819470635775,1.0
1290000,1.2089725,1794.08,277.8666666666667,23859.684315105278,23859.684315105278,1.0
1300000,1.2083408,1755.6903,374.8333333333333,22912.85438749157,22912.85438749157,1.0
1310000,1.2077047,1786.1542,274.8666666666667,23540.872315390356,23540.872315390356,1.0
1320000,1.2070018,1804.1543,272.62068965517244,23603.027575683594,23603.027575683594,1.0
1330000,1.2062674,1762.4315,274.48387096774195,23659.67035416762,23659.67035416762,1.0
1340000,1.2054569,1800.6663,362.82758620689657,22939.48484492091,22939.48484492091,1.0
1350000,1.2050449,1826.7832,510.53125,22992.384761355817,22992.384761355817,1.0
1360000,1.2044227,1823.1261,349.258064516129,22821.414863383223,22821.414863383223,1.0
1370000,1.2036062,1875.8611,276.32142857142856,23924.648463657923,23924.648463657923,1.0
1380000,1.2025741,1887.0952,273.03225806451616,23636.25948893229,23636.25948893229,1.0
1390000,1.201535,1850.2671,282.0344827586207,23796.522117014614,23796.522117014614,1.0
1400000,1.2011722,1887.5657,365.13793103448273,22858.1719702339,22858.1719702339,1.0
1410000,1.2012123,1867.4948,275.86206896551727,23899.68092924973,23899.68092924973,1.0
1420000,1.2011663,1890.6641,273.96666666666664,23736.324491373696,23736.324491373696,1.0
1430000,1.2008616,1910.3942,568.28125,22155.190411305288,22155.190411305288,1.0
1440000,1.2009736,1948.7386,281.42857142857144,23913.93368233953,23913.93368233953,1.0
1450000,1.1998531,1956.0852,275.375,23644.793730627145,23644.793730627145,1.0
1460000,1.1988231,1965.6829,347.8,21716.25765000346,21716.25765000346,1.0
1470000,1.1987549,1964.755,270.5151515151515,23341.04033476731,23341.04033476731,1.0
1480000,1.19755,1944.824,347.55172413793105,22246.713047814228,22246.713047814228,1.0
1490000,1.196972,1978.5898,423.375,22245.970719288685,22245.970719288685,1.0
1500000,1.1977547,2019.3855,274.962962962963,23803.311754014758,23803.311754014758,1.0
1510000,1.1980565,1973.5923,344.75,22893.199979149096,22893.199979149096,1.0
1520000,1.1981503,2010.887,276.1290322580645,23896.49158502394,23896.49158502394,1.0
1530000,1.1976392,2052.362,267.2142857142857,22810.319405691964,22810.319405691964,1.0
1540000,1.1974459,1987.6017,341.61764705882354,22784.791196904145,22784.791196904145,1.0
1550000,1.1969317,2018.8868,477.86206896551727,22867.972327463136,22867.972327463136,1.0
1560000,1.1967291,2093.0356,271.86206896551727,23268.63329404695,23268.63329404695,1.0
1570000,1.1969885,2040.6116,338.3333333333333,22584.332392048374,22584.332392048374,1.0
1580000,1.1960899,2113.6294,270.9642857142857,23242.42253766741,23242.42253766741,1.0
1590000,1.1949883,2077.6807,270.6774193548387,23257.738035140497,23257.738035140497,1.0
1600000,1.1946402,2054.1973,351.5,23233.911788452708,23233.911788452708,1.0
1610000,1.1944098,2098.7954,277.35714285714283,23881.78508431571,23881.78508431571,1.0
1620000,1.1932902,2090.829,471.7,22972.360230594502,22972.360230594502,1.0
1630000,1.1921338,2075.5986,372.9,23009.444462982192,23009.444462982192,1.0
1640000,1.192158,2162.8594,271.7586206896552,23324.66990007673,23324.66990007673,1.0
1650000,1.1926535,2124.276,269.25,22890.607233220882,22890.607233220882,1.0
1660000,1.1929914,2115.559,357.3666666666667,22772.787966400076,22772.787966400076,1.0
1670000,1.1933533,2141.5989,282.4074074074074,23376.537437369905,23376.537437369905,1.0
1680000,1.193619,2094.6287,447.38709677419354,23030.282649652858,23030.282649652858,1.0
1690000,1.1935872,2151.844,365.2903225806452,22889.72106494418,22889.72106494418,1.0
1700000,1.1935344,2181.4277,283.7142857142857,23878.161518555666,23878.161518555666,1.0
1710000,1.1932379,2184.8308,277.5,23809.592431640624,23809.592431640624,1.0
1720000,1.1926608,2132.7427,373.13793103448273,23061.59556381353,23061.59556381353,1.0
1730000,1.1923883,2178.9075,274.9,23742.990641276043,23742.990641276043,1.0
1740000,1.1915343,2177.8694,436.9375,22905.349688833114,22905.349688833114,1.0
1750000,1.1905253,2179.4958,359.86206896551727,23330.46900842994,23330.46900842994,1.0
1760000,1.1896665,2239.2766,276.1034482758621,23827.17577704068,23827.17577704068,1.0
1770000,1.1893424,2212.9001,280.67857142857144,24010.273360422547,24010.273360422547,1.0
1780000,1.1887758,2192.2002,350.61290322580646,23064.084875561235,23064.084875561235,1.0
1790000,1.1880356,2217.1826,280.3103448275862,24054.697965888114,24054.697965888114,1.0
1800000,1.1873468,2179.175,514.65625,22689.255975871078,22689.255975871078,1.0
1810000,1.1868422,2247.6116,287.74074074074076,23878.193182723862,23878.193182723862,1.0
1820000,1.1864268,2214.283,287.4,23776.30855073134,23776.30855073134,1.0
1830000,1.185916,2235.8203,369.44444444444446,23102.872263337154,23102.872263337154,1.0
1840000,1.1857355,2246.2483,282.34375,23938.349787519583,23938.349787519583,1.0
1850000,1.1857898,2271.0144,421.41379310344826,22920.479061840768,22920.479061840768,1.0
1860000,1.1865953,2275.9744,364.32142857142856,23386.17827671046,23386.17827671046,1.0
1870000,1.1864002,2297.5615,276.0,23609.231276777424,23609.231276777424,1.0
1880000,1.1859379,2230.8167,289.57142857142856,23613.9124201014,23613.9124201014,1.0
1890000,1.1863142,2294.0867,353.26666666666665,23459.48585710538,23459.48585710538,1.0
1900000,1.186924,2311.9138,424.0,22802.393745681642,22802.393745681642,1.0
1910000,1.1867121,2280.6099,342.4,23364.03134360663,23364.03134360663,1.0
1920000,1.1866004,2353.3071,281.1666666666667,24109.56311507225,24109.56311507225,1.0
1930000,1.186741,2315.3875,280.39285714285717,24121.032148612398,24121.032148612398,1.0
1940000,1.1868422,2282.0269,349.51724137931035,23409.81621695689,23409.81621695689,1.0
