Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.3932836,-0.45582098,184.23529411764707,-0.3078431402351342,-0.3078431402351342,1.0
20000,1.391778,-0.41631857,184.26923076923077,-0.29615384411926454,-0.29615384411926454,1.0
30000,1.3894796,-0.3838752,177.9655172413793,-0.624137939564113,-0.624137939564113,1.0
40000,1.3882922,-0.33126855,179.32142857142858,-0.5857142875237125,-0.5857142875237125,1.0
50000,1.388099,-0.36492237,179.1090909090909,-0.5890909208492799,-0.5890909208492799,1.0
60000,1.3883266,-0.34407374,179.83636363636364,-0.5236363684589213,-0.5236363684589213,1.0
70000,1.3868095,-0.2671958,177.94827586206895,-0.3396551734928427,-0.3396551734928427,1.0
80000,1.3850127,-0.28126898,175.9814814814815,-0.4203703697356913,-0.4203703697356913,1.0
90000,1.3841795,-0.31949612,177.17857142857142,-0.5181818244132128,-0.5181818244132128,1.0
100000,1.3835305,-0.27764732,179.89473684210526,-0.5465517309976036,-0.5465517309976036,1.0
110000,1.3831885,-0.29488283,181.26415094339623,-0.4622641457420475,-0.4622641457420475,1.0
120000,1.3824564,-0.24156106,178.8421052631579,-0.2859649141890961,-0.2859649141890961,1.0
130000,1.3819416,-0.22892478,184.50943396226415,-0.05283018946647644,-0.05283018946647644,1.0
140000,1.3811435,-0.2279561,181.3090909090909,-0.42727272673086686,-0.42727272673086686,1.0
150000,1.3808149,-0.19351766,184.59259259259258,0.11851851918079236,0.11851851918079236,1.0
160000,1.3803744,-0.1464776,185.03703703703704,0.23333333515458637,0.23333333515458637,1.0
170000,1.3798218,-0.14291355,186.12962962962962,0.31509433714848645,0.31509433714848645,1.0
180000,1.3798758,-0.12395149,194.24,0.40784313748864565,0.40784313748864565,1.0
190000,1.3799437,-0.012566547,190.64705882352942,0.934615397395996,0.934615397395996,1.0
200000,1.3794775,0.03180957,198.92156862745097,0.8156862837426803,0.8156862837426803,1.0
210000,1.3782982,0.06003897,197.74,0.8367346926611297,0.8367346926611297,1.0
220000,1.3765043,0.110464014,193.07843137254903,0.6557692223443434,0.6557692223443434,1.0
230000,1.3746074,0.14281698,195.58823529411765,0.7745098085964427,0.7745098085964427,1.0
240000,1.3732206,0.14397669,202.73469387755102,0.7183673498885972,0.7183673498885972,1.0
250000,1.3720019,0.22493044,194.88235294117646,0.9490196083982786,0.9490196083982786,1.0
260000,1.3708309,0.2169944,195.68,0.8720000059902668,0.8720000059902668,1.0
270000,1.3700584,0.31722844,200.0392156862745,1.3784313869534754,1.3784313869534754,1.0
280000,1.3701016,0.3524822,192.86274509803923,1.1740000101923942,1.1740000101923942,1.0
290000,1.3697568,0.29422635,199.9387755102041,0.9240000040829182,0.9240000040829182,1.0
300000,1.3689718,0.27298942,207.87234042553192,1.04680851244546,1.04680851244546,1.0
310000,1.3686504,0.3738697,203.58823529411765,1.292000008225441,1.292000008225441,1.0
320000,1.36801,0.4514452,201.4313725490196,1.4372549090607494,1.4372549090607494,1.0
330000,1.3673474,0.3621737,205.97826086956522,1.2456521847001885,1.2456521847001885,1.0
340000,1.3665259,0.43857402,204.89795918367346,1.2600000125169755,1.2600000125169755,1.0
350000,1.3655365,0.5022946,209.14285714285714,1.4770833367171388,1.4770833367171388,1.0
360000,1.3652947,0.5881975,207.72916666666666,2.0520833417152367,2.0520833417152367,1.0
370000,1.3648776,0.3989555,208.64444444444445,1.034782614396966,1.034782614396966,1.0
380000,1.3651294,0.52600616,207.98,1.8591836757805882,1.8591836757805882,1.0
390000,1.3653218,0.50863224,206.53191489361703,1.4416666673496366,1.4416666673496366,1.0
400000,1.3657825,0.46065724,206.875,1.356249999254942,1.356249999254942,1.0
410000,1.366069,0.49905717,215.68085106382978,1.7276595856281036,1.7276595856281036,1.0
420000,1.3657789,0.5321544,204.46808510638297,1.3957446842117514,1.3957446842117514,1.0
430000,1.3655341,0.47976375,209.08510638297872,1.2021276621108359,1.2021276621108359,1.0
440000,1.3655292,0.56159055,213.0,1.7229166768180828,1.7229166768180828,1.0
450000,1.3655245,0.5584839,208.95833333333334,1.5229166715095441,1.5229166715095441,1.0
460000,1.3654752,0.48900685,211.48936170212767,1.1872340497818399,1.1872340497818399,1.0
470000,1.3654525,0.5389014,202.72,1.393877555977325,1.393877555977325,1.0
480000,1.3654174,0.55130863,212.5531914893617,1.661702131020262,1.661702131020262,1.0
490000,1.3653337,0.5230757,216.2325581395349,1.4555555656552315,1.4555555656552315,1.0
500000,1.3652928,0.58481026,212.06382978723406,1.7000000102722899,1.7000000102722899,1.0
