Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.2124875,-26.114449,196.8372093023256,-128.94185913440793,-128.94185913440793,1.0
20000,1.2111813,-55.479378,224.19148936170214,-961.6125215570977,-961.6125215570977,1.0
30000,1.2110018,-35.140217,205.3877551020408,-358.87677095374283,-358.87677095374283,1.0
40000,1.2114381,-44.613758,220.44444444444446,-909.1605638292101,-909.1605638292101,1.0
50000,1.2117413,-39.489506,221.0909090909091,-565.1151106574318,-565.1151106574318,1.0
60000,1.2114991,-53.814705,197.5625,-378.4541676044464,-378.4541676044464,1.0
70000,1.2117721,-34.897762,240.02325581395348,252.87486712137857,252.87486712137857,1.0
80000,1.2097937,-23.7283,219.64444444444445,-356.69781494140625,-356.69781494140625,1.0
90000,1.2083309,-40.471603,207.11904761904762,-179.91707145877,-179.91707145877,1.0
100000,1.2076716,-47.31469,201.79545454545453,-391.4066736009386,-391.4066736009386,1.0
110000,1.2071992,-25.691687,265.5531914893617,404.72431247792343,404.72431247792343,1.0
120000,1.2072589,-30.947447,222.70454545454547,-470.23863866112447,-470.23863866112447,1.0
130000,1.2067406,-43.267353,198.73333333333332,-171.54318193955854,-171.54318193955854,1.0
140000,1.2054361,-35.144672,240.38636363636363,-127.21400604248046,-127.21400604248046,1.0
150000,1.2045349,-25.754953,227.29787234042553,119.06193073759688,119.06193073759688,1.0
160000,1.2037312,-20.10075,226.3409090909091,-381.27498546513647,-381.27498546513647,1.0
170000,1.2022108,-47.992847,191.67391304347825,-423.7400100708008,-423.7400100708008,1.0
180000,1.200595,-20.530428,237.5909090909091,308.36799528333876,308.36799528333876,1.0
190000,1.2000707,-36.99235,219.53191489361703,-415.62899386088054,-415.62899386088054,1.0
200000,1.1999676,-33.350792,216.81632653061226,-433.6470496607762,-433.6470496607762,1.0
210000,1.1995198,-51.92325,202.29268292682926,-247.5951099860959,-247.5951099860959,1.0
220000,1.1996553,-41.970383,221.95833333333334,48.19266144434611,48.19266144434611,1.0
230000,1.200092,-25.601482,225.38636363636363,246.66913309964266,246.66913309964266,1.0
240000,1.2002392,-18.028063,243.54347826086956,-409.4173954673435,-409.4173954673435,1.0
250000,1.2003977,-36.98886,224.95348837209303,-457.5258687041527,-457.5258687041527,1.0
260000,1.2007307,-40.47244,204.02272727272728,-444.1613682833585,-444.1613682833585,1.0
270000,1.2007947,-16.809397,230.625,91.32437421381474,91.32437421381474,1.0
280000,1.2002306,-35.73598,200.10638297872342,-510.69150267256066,-510.69150267256066,1.0
290000,1.1984278,-32.96249,222.86666666666667,-438.29484142727324,-438.29484142727324,1.0
300000,1.1979033,-38.63721,207.7608695652174,-174.70652737824813,-174.70652737824813,1.0
310000,1.198613,-25.87594,229.47826086956522,277.767646043197,277.767646043197,1.0
320000,1.1981627,-23.084982,205.70212765957447,-227.43190781613615,-227.43190781613615,1.0
330000,1.1974882,-51.951,213.79166666666666,-437.932981967926,-437.932981967926,1.0
340000,1.1968007,-24.82285,194.9111111111111,-107.19111332363552,-107.19111332363552,1.0
350000,1.1966158,-10.112299,240.2391304347826,254.12414566330287,254.12414566330287,1.0
360000,1.1964681,-37.676983,206.74,-398.6720108795166,-398.6720108795166,1.0
370000,1.1968191,-28.368765,208.73170731707316,-199.94147072768794,-199.94147072768794,1.0
380000,1.1963124,-29.607279,215.92,226.61653533935547,226.61653533935547,1.0
390000,1.1957456,-24.973295,218.70833333333334,223.33291325670606,223.33291325670606,1.0
400000,1.1949658,-47.764847,191.44,-427.7764646866742,-427.7764646866742,1.0
410000,1.1948673,-34.77475,193.04444444444445,-236.30217519013777,-236.30217519013777,1.0
420000,1.1947997,-36.976845,220.22916666666666,228.84743356704712,228.84743356704712,1.0
430000,1.1952349,-22.978468,230.86666666666667,1.5508074230617948,1.5508074230617948,1.0
440000,1.194775,-34.28909,206.02,-313.87400000572205,-313.87400000572205,1.0
450000,1.194335,-28.5168,208.11627906976744,-181.6558123300242,-181.6558123300242,1.0
460000,1.1927305,-11.575078,238.95348837209303,354.81736480358035,354.81736480358035,1.0
470000,1.1922096,-32.43619,219.52083333333334,-30.831737279891968,-30.831737279891968,1.0
480000,1.1926469,-28.049545,201.51020408163265,-218.11631728191765,-218.11631728191765,1.0
490000,1.1929808,-32.755653,203.47826086956522,-323.23912637130076,-323.23912637130076,1.0
500000,1.1935426,-27.61311,231.13953488372093,210.41939260793288,210.41939260793288,1.0
510000,1.1932523,-26.158281,224.2608695652174,344.77253764608633,344.77253764608633,1.0
520000,1.1920794,-16.37053,203.54,-180.77799537658692,-180.77799537658692,1.0
530000,1.1922343,-32.423714,198.3111111111111,-196.33332701789007,-196.33332701789007,1.0
540000,1.1930252,-39.76674,214.8913043478261,-193.44130856940086,-193.44130856940086,1.0
550000,1.1934154,-6.804717,238.38636363636363,44.44009477441961,44.44009477441961,1.0
560000,1.192863,-30.127205,191.85185185185185,-364.39074633739614,-364.39074633739614,1.0
570000,1.1916537,-35.475163,190.04255319148936,-228.98083983076378,-228.98083983076378,1.0
580000,1.1905011,-38.98265,215.93333333333334,203.5032416237725,203.5032416237725,1.0
590000,1.1896296,-4.6316733,241.22222222222223,623.4648369683159,623.4648369683159,1.0
