Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.0524194,4156.0225,280.55,21136.168065339327,21136.168065339327,1.0
20000,1.0504991,2086.498,1180.0,859.0589236617088,859.0589236617088,1.0
30000,1.0498878,4680.222,1699.0,-1441.3809406471748,-1441.3809406471748,1.0
40000,1.049931,3810.286,1654.75,51143.5060191378,51143.5060191378,1.0
50000,1.0498796,2278.809,1250.4444444444443,26189.4532397853,26189.4532397853,1.0
60000,1.049965,3955.0547,2085.6666666666665,25900.782079316676,25900.782079316676,1.0
70000,1.0489007,4606.4307,1354.0,59634.718200683594,59634.718200683594,1.0
80000,1.0481182,2528.2925,631.8,30591.20690836571,30591.20690836571,1.0
90000,1.0496984,2333.318,1430.8333333333333,-502.6295722927898,-502.6295722927898,1.0
100000,1.0496824,4458.022,2309.0,40176.20931243524,40176.20931243524,1.0
110000,1.0484673,3087.338,669.75,36738.11568156481,36738.11568156481,1.0
120000,1.0477905,3456.8914,399.3,21762.363567736746,21762.363567736746,1.0
130000,1.0479895,3754.8152,1546.0,-5635.80224609375,-5635.80224609375,1.0
140000,1.0482277,2895.4604,1910.0,50418.558398717214,50418.558398717214,1.0
150000,1.0480938,3313.573,525.4444444444445,25064.760636041563,25064.760636041563,1.0
160000,1.0466067,4071.4702,922.5,24199.29229594581,24199.29229594581,1.0
170000,1.0450778,3999.9578,1871.3333333333333,82862.75150553386,82862.75150553386,1.0
180000,1.0453317,2172.3235,1873.111111111111,40659.06702338325,40659.06702338325,1.0
190000,1.0455506,3912.313,734.5,24504.20161208324,24504.20161208324,1.0
200000,1.0445682,4307.2363,None,None,None,1.0
210000,1.0432892,2303.4744,2792.0,72881.72243909836,72881.72243909836,1.0
220000,1.0427507,2494.4253,1296.0,19118.13161964668,19118.13161964668,1.0
230000,1.042868,4017.4714,3098.5,82551.12056916673,82551.12056916673,1.0
240000,1.0422908,2711.4631,2633.0,50545.88771760464,50545.88771760464,1.0
250000,1.0430036,1916.0764,2510.0,45403.56684937477,45403.56684937477,1.0
260000,1.0442454,3106.1533,1372.2,7241.529088687897,7241.529088687897,1.0
270000,1.0450021,3371.4226,877.9,46517.076824951175,46517.076824951175,1.0
280000,1.0448283,2140.0852,7029.166666666667,89923.65897422346,89923.65897422346,1.0
290000,1.0459336,3955.7222,1274.5,11172.298557281494,11172.298557281494,1.0
300000,1.046715,3996.772,1359.75,50988.48571777344,50988.48571777344,1.0
310000,1.047142,3121.5625,649.1111111111111,31546.524696984226,31546.524696984226,1.0
320000,1.0474662,2381.4917,1099.8,-2303.0555848360063,-2303.0555848360063,1.0
330000,1.0483783,4044.6953,1477.5,29446.944931030273,29446.944931030273,1.0
340000,1.0483816,3163.3462,602.7727272727273,33685.28904585405,33685.28904585405,1.0
350000,1.0458655,3302.9207,630.1666666666666,28652.078585197527,28652.078585197527,1.0
360000,1.0450267,4241.9976,1203.0,4008.3349609375,4008.3349609375,1.0
370000,1.0445306,3102.0483,1025.2,40564.25751953125,40564.25751953125,1.0
380000,1.0455271,2963.798,875.2222222222222,35028.81939019097,35028.81939019097,1.0
390000,1.044904,4049.2524,1916.0,45591.158121345565,45591.158121345565,1.0
400000,1.0423714,3724.5469,2536.0,64231.884216308594,64231.884216308594,1.0
410000,1.0407708,2132.9539,1796.1666666666667,50840.901337981224,50840.901337981224,1.0
420000,1.0425504,3441.921,1532.2857142857142,38306.731527520074,38306.731527520074,1.0
430000,1.0439246,4102.0547,None,None,None,1.0
440000,1.0447379,2363.6472,2843.0,72443.10611724854,72443.10611724854,1.0
450000,1.0456694,2035.1399,891.375,10912.338027954102,10912.338027954102,1.0
460000,1.0452845,3785.9937,4233.0,108359.91241573542,108359.91241573542,1.0
470000,1.0445995,3138.632,1617.6,58974.43964538574,58974.43964538574,1.0
480000,1.0447651,1968.9216,1713.6666666666667,28906.216110586498,28906.216110586498,1.0
490000,1.0457002,3313.1482,8580.666666666666,84081.6433604161,84081.6433604161,1.0
500000,1.0462714,3927.0625,1521.0,64335.49482284962,64335.49482284962,1.0
