Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.036931,3880.5632,167.125,10911.254675292968,10911.254675292968,1.0
20000,1.0402029,2297.598,567.6,4320.525158452988,4320.525158452988,1.0
30000,1.0397009,3072.8218,1176.0,687.1507244110107,687.1507244110107,1.0
40000,1.0390326,2667.679,944.9473684210526,9618.895372870722,9618.895372870722,1.0
50000,1.038972,2669.9895,714.0,8918.044600879566,8918.044600879566,1.0
60000,1.0412083,3074.069,1442.0,15410.902523040771,15410.902523040771,1.0
70000,1.0416541,3171.6401,824.3809523809524,13679.887263797578,13679.887263797578,1.0
80000,1.0410591,2226.984,353.59090909090907,12834.652827289632,12834.652827289632,1.0
90000,1.0404698,2348.164,1110.8333333333333,8284.130006790161,8284.130006790161,1.0
100000,1.0396525,2941.364,1904.25,8960.308420181274,8960.308420181274,1.0
110000,1.0396948,3244.0042,289.0652173913044,12106.013539106949,12106.013539106949,1.0
120000,1.0384485,2744.3982,571.0,17074.21991892755,17074.21991892755,1.0
130000,1.0376031,2641.2808,1274.0,6955.425573348999,6955.425573348999,1.0
140000,1.0379453,2349.4932,1122.2941176470588,12345.057190502392,12345.057190502392,1.0
150000,1.0380826,2860.48,658.7916666666666,18266.180740462925,18266.180740462925,1.0
160000,1.0368408,2946.3708,2897.5,32563.15732073784,32563.15732073784,1.0
170000,1.0361621,2851.1462,1794.8,15480.120472717284,15480.120472717284,1.0
180000,1.0364505,2095.7751,1106.7142857142858,12281.008907794952,12281.008907794952,1.0
190000,1.0366617,2487.9924,222.8,17561.319213867188,17561.319213867188,1.0
200000,1.0371276,2529.0652,3455.5,16548.48495449871,16548.48495449871,1.0
210000,1.0378894,1902.8597,1315.7272727272727,12764.34805471247,12764.34805471247,1.0
220000,1.038411,1321.8279,1441.375,10232.737260222435,10232.737260222435,1.0
230000,1.038527,2235.305,1581.0,9272.55982017517,9272.55982017517,1.0
240000,1.0384529,1591.6324,2684.8333333333335,15513.634008634835,15513.634008634835,1.0
250000,1.0385207,1568.0173,1668.6363636363637,13778.0990243737,13778.0990243737,1.0
260000,1.0392634,1924.237,1325.4,3639.9367705345153,3639.9367705345153,1.0
270000,1.040933,2802.5378,741.125,14817.765086948872,14817.765086948872,1.0
280000,1.0415924,1321.1366,683.75,12914.105923652649,12914.105923652649,1.0
290000,1.0423545,1853.5615,937.1428571428571,7875.607516152518,7875.607516152518,1.0
300000,1.0436156,2365.4927,1012.5555555555555,16328.432594829135,16328.432594829135,1.0
310000,1.0430406,2215.1758,752.36,20996.213755191267,20996.213755191267,1.0
320000,1.0413496,1145.4508,841.0,5289.1007325308665,5289.1007325308665,1.0
330000,1.040018,2513.35,1275.6666666666667,18581.520794623222,18581.520794623222,1.0
340000,1.0388662,2895.542,524.952380952381,16067.05176949501,16067.05176949501,1.0
350000,1.0383605,2263.1357,336.53333333333336,17643.718195025125,17643.718195025125,1.0
360000,1.0375663,1924.011,871.0,5352.4377274513245,5352.4377274513245,1.0
370000,1.0363446,1750.3359,522.75,9726.152097702026,9726.152097702026,1.0
380000,1.036115,2292.5903,829.2173913043479,16004.434357850449,16004.434357850449,1.0
390000,1.0363107,2373.1428,1087.0,22225.35704200864,22225.35704200864,1.0
